Sample Name,Sample Description,Sample ID,Run ID,Experiment type,Instrument model,Release version
"Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483182,SRR996075,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483182,SRR996143,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483183,SRR996076,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483183,SRR996144,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483184,SRR996077,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483184,SRR996145,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483185,SRR996078,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483185,SRR996146,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483186,SRR996079,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483186,SRR996147,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483187,SRR996080,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483187,SRR996148,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483188,SRR996081,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483188,SRR996149,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483189,SRR996082,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483189,SRR996150,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483190,SRR996083,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483190,SRR996151,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483191,SRR996084,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483191,SRR996152,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483192,SRR996085,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483192,SRR996153,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483193,SRR996086,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from nare of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483193,SRR996154,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from popliteal fossa of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from popliteal fossa of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483194,SRR996087,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from popliteal fossa of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from popliteal fossa of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483194,SRR996155,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483195,SRR996088,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from volar forearm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from volar forearm of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483195,SRR996156,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital fossa of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483196,SRR996089,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital fossa of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483196,SRR996157,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483197,SRR996090,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from retroauricular crease of a human female participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483197,SRR996158,amplicon,454 GS FLX Titanium,2
"Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""","Non-tumor DNA sample from antecubital fossa of a human male participant in the dbGaP study Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency""""",SRS483198,SRR996092,amplicon,454 GS FLX Titanium,2
